word,freq
복지,21
회사,16
시설,13
대기업,9
직원,9
사람,8
연봉,6
기업,6
수준,5
초봉,4
정도,4
헬스장,4
문화,4
비교,3
제품,3
모두,3
생각,3
분위기,3
무료,3
급여,3
사내,3
소재,3
눈치,3
일단,3
대졸,2
신입,2
계통,2
석사,2
근무,2
성장,2
식당,2
시간,2
부서,2
또한,2
중견,2
상위,2
안정,2
적임,2
스쿼시,2
복리,2
